エリア,物件名,価格,所在地,沿線・駅,土地面積,建物面積,間取り,築年月,URL,情報取得日
岐阜県岐阜市,岐阜県羽島市江吉良町,"1,097万円",岐阜県羽島市江吉良町,名鉄竹鼻・羽島線/江吉良駅 徒歩9分,403.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5d91cc07b51834d6bb76e1075e34add9/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市薮田南,1680万円,岐阜県岐阜市薮田南,ＪＲ東海道本線/西岐阜駅 徒歩27分,158.72m2,93.41m2,3LDK,51年11ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5dbb94d14caf36e0b8cf6259135e4352/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市鏡島西３丁目,580万円,岐阜県岐阜市鏡島西３丁目,東海道本線/西岐阜駅 徒歩19分,102.0m2,105.34m2,5K,50年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5dcd4b04d76038f1a0cc02a77acd9f2e/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原緑町１丁目,890万円,岐阜県各務原市蘇原緑町１丁目,高山本線/蘇原駅 徒歩6分,147.24m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5de1199ee4e13d8ba4b975c991caa2e9/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市桜木町１丁目,900万円,岐阜県岐阜市桜木町１丁目,東海道本線/岐阜駅 徒歩4分 バス12分,152.66m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5df19f84ab5531b590838cee20290330/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市鏡島,880万円,岐阜県岐阜市鏡島,ＪＲ東海道本線/西岐阜駅 徒歩20分,216.02m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5df1f37d8bb931558abc7f459a00110f/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市石原２丁目,350万円,岐阜県岐阜市石原２丁目,,150.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5e047d987da030e9bc3b109852fb5199/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市早田栄町３丁目,"1,480万円",岐阜県岐阜市早田栄町３丁目,,180.9m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5e245d72417a36a1b57856e72f6616a3/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市島田中町,"1,908万円",岐阜県岐阜市島田中町,東海道本線/岐阜駅 徒歩27分,252.2m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5e3175c33af23d918b1f0f197b879209/,2026-02-01
岐阜県岐阜市,岐阜県各務原市松本町２丁目,318万円,岐阜県各務原市松本町２丁目,名鉄各務原線/六軒駅 徒歩58分,525.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5e61e87ae72a3a76939a9b5431b06c20/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市柳津町北塚４丁目,"2,642万円",岐阜県岐阜市柳津町北塚４丁目,名鉄竹鼻・羽島線/柳津駅 徒歩16分,624.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5e6ffc22cd963d1cac1757e4777d54d5/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原野口町２丁目,"1,780万円",岐阜県各務原市蘇原野口町２丁目,高山本線/蘇原駅 徒歩18分,246.4m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5e84724b0fec3509970bfba2a1031fc7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市高森町６丁目,"1,498万円",岐阜県岐阜市高森町６丁目,名鉄各務原線/田神駅 徒歩9分,147.93m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5e88442d0d91320698b6cb418f96df6f/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市祈年町５丁目,"6,587万円",岐阜県岐阜市祈年町５丁目,名鉄名古屋本線/加納駅 徒歩6分,725.81m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5ed99bc459fc3e25a346610a9b05c5c2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市三田洞東２丁目,250万円,岐阜県岐阜市三田洞東２丁目,東海道本線/岐阜駅,162.66m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5ee1ff99c1503a84acb4fce849b74ba3/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原瑞穂町１丁目,"1,124.34万円",岐阜県各務原市蘇原瑞穂町１丁目,名鉄各務原線/各務原市役所前駅 徒歩19分,531.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5efa3cac965d31a9a712e968837ca5cf/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡岐南町上印食,1480万円,岐阜県羽島郡岐南町上印食,名鉄各務原線/細畑駅 徒歩13分,157.87m2,117.23m2,4LDK,26年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/hashimagunginancho_ct/detail_5b01379063193a17a93988c172343a83/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市木田,800万円,岐阜県岐阜市木田,,300.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5b098f9d9717399cb106b25210b6520e/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡岐南町伏屋８丁目,"1,604万円",岐阜県羽島郡岐南町伏屋８丁目,名鉄名古屋本線/笠松駅 徒歩3分 バス12分,482.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunginancho_ct/detail_5b0f8c6a08b431cdad1caae65bd6f161/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市上加納山,"1,998万円",岐阜県岐阜市上加納山,,1579.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5b1106edcb8a3f59b38e0349ee477ded/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼西町,1230万円・1450万円,岐阜県各務原市鵜沼西町,名鉄各務原線/鵜沼宿駅 徒歩13分,168.37m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5b3d5638c7be37b1a41e1af8504ccc8c/,2026-02-01
岐阜県岐阜市,岐阜県各務原市川島小網町,"1,400万円",岐阜県各務原市川島小網町,名鉄各務原線/各務原市役所前駅 徒歩59分,427.72m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5b5d2c33009e3e0b98e2578638500b68/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町門前町,"2,180万円",岐阜県羽島郡笠松町門前町,名鉄竹鼻・羽島線/西笠松駅 徒歩3分,108.28m2,139.93m2,6SDK,19年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/hashimagunkasamatsucho_ct/detail_5b66a879ef4c3153837d1f636b758285/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市下川手,450万円,岐阜県岐阜市下川手,名鉄名古屋本線/茶所駅 徒歩9分,104.42m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5b675600d7943fe2938c0a2c19cf783a/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西川手９丁目,576.5万円,岐阜県岐阜市西川手９丁目,名鉄名古屋本線/笠松駅 徒歩13分,105.9m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5b724423eee537568ec727fd418a52f2/,2026-02-01
岐阜県岐阜市,岐阜県羽島市小熊町東小熊,4500万円,岐阜県羽島市小熊町東小熊,名鉄竹鼻線/南宿駅 徒歩27分,1229.53m2,258.76m2,7LDK,61年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/hashimashi_ct/detail_5b72496c364e3cd98ed65c6ddf1b0ac7/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加織田町,3199万円,岐阜県各務原市那加織田町,名鉄各務原線/各務原市役所前駅 徒歩6分,113.89m2,105.58m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/kakamigaharashi_ct/detail_5b7687ef43803868852f8a8eb553f37b/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市三田洞,"2,480万円",岐阜県岐阜市三田洞,,197.99m2,110.13m2,3LDK,5年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5ba5e986c17a3947a474508fe785f6a2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市黒野南４丁目,"1,110万円",岐阜県岐阜市黒野南４丁目,,734.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5baafaedd25132e8823cb4d2bddcf289/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市朝霧町,4140万円,岐阜県岐阜市朝霧町,名鉄名古屋本線/岐南駅 徒歩12分,147.07m2,124.22m2,5LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5bb0284f591739ab896409dc077fa91f/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市近島,2690万円,岐阜県岐阜市近島,ＪＲ東海道本線/岐阜駅 徒歩47分,198.12m2,99.77m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5bb66a74832d3cf8aa8095151249e0b4/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加西野町,"1,290万円",岐阜県各務原市那加西野町,名鉄各務原線/新那加駅 徒歩3分,243.78m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5bbd962a4a653bbf8661b6345fbc4830/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東興町,990万円,岐阜県岐阜市東興町,名鉄名古屋本線/名鉄岐阜駅 徒歩33分,148.76m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5bc3814d1fd13fb28f18fc080208e0a9/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町田代,"1,240万円",岐阜県羽島郡笠松町田代,名鉄竹鼻・羽島線/柳津駅 徒歩12分,204.98m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_5bcc7c6bb54637d3a902a5e53b443e87/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市南鶉２丁目,"1,959.87万円",岐阜県岐阜市南鶉２丁目,,589.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5c04b0536d703732ae4f2caf26cabe3d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市大脇２丁目,"1,387万円",岐阜県岐阜市大脇２丁目,,655.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5c1fcfd40f993c30b7d19a2439cc0fc9/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市柳津町上佐波４丁目,"1,140万円",岐阜県岐阜市柳津町上佐波４丁目,名鉄竹鼻・羽島線/柳津駅 徒歩30分,226.82m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5c480ded1ded3d1495ccc3c4452c9061/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市鏡島,991万円,岐阜県岐阜市鏡島,東海道本線/岐阜駅 徒歩3分 バス21分,234.11m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5c575d5f257936f1aa2f53cb1f3154a0/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町狐穴,699万円,岐阜県羽島市竹鼻町狐穴,名鉄竹鼻・羽島線/竹鼻駅 徒歩13分,231.22m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5c606ecee8953c2abb612fc3ee7696f5/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長森本町,2590万円,岐阜県岐阜市長森本町,ＪＲ東海道本線/岐阜駅 徒歩2分 バス15分,168.21m2,96.78m2,4LDK+S（納戸）,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5c6292e09d3a32658358c76312ba2e47/,2026-02-01
岐阜県岐阜市,岐阜県羽島市福寿町本郷,"1,180万円",岐阜県羽島市福寿町本郷,ＪＲ東海道新幹線/岐阜羽島駅 徒歩13分,361.06m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5c64ae5608833dc49e2783d6f2837f81/,2026-02-01
岐阜県岐阜市,岐阜県羽島市正木町大浦,"1,375万円",岐阜県羽島市正木町大浦,名鉄竹鼻・羽島線/不破一色駅 徒歩16分,698.97m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5c6a2585fa94301f95ba15c68c76f66e/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市加納大黒町５丁目,"2,460万円",岐阜県岐阜市加納大黒町５丁目,,189.11m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5c7b4a5a6f0632949459bcf22d269808/,2026-02-01
岐阜県岐阜市,岐阜県各務原市松が丘,1280万円,岐阜県各務原市松が丘,名鉄各務原線/羽場駅 徒歩14分,239.4m2,87.77m2,3LDK,51年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_5c7cff69d08b33f7be754f761e6c74f4/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市大洞緑山,490万円,岐阜県岐阜市大洞緑山,長良川鉄道/せきてらす前駅 徒歩92分,245.3m2,74.08m2,6DK,58年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5cc1ca7f5f46382994f947575bffc314/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町長池字宮代20-1,"1,390万円",岐阜県羽島郡笠松町長池字宮代20-1,名鉄竹鼻線/西笠松駅 徒歩19分,299.45m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_5cf462ac89cc3c7a855e6eea92f30191/,2026-02-01
岐阜県岐阜市,岐阜県羽島市福寿町本郷,2499万円〜2799万円,岐阜県羽島市福寿町本郷,名鉄羽島線/新羽島駅 徒歩14分,150.75m2,105.57m2,4LDK〜5LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_58e051c8094b320798c1cf589699f7f6/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市本田,3580万円,岐阜県瑞穂市本田,樽見鉄道/美江寺駅 徒歩22分,252.25m2,115.1m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_58e0103f17f13c83b78c8a1cab171c9b/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町米野,"4,200万円",岐阜県羽島郡笠松町米野,名鉄各務原線/高田橋駅 徒歩29分,897.94m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_5916b8dc7c3b3f90b59d07dcb12dcae4/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長良福江町１丁目,"1,900万円",岐阜県岐阜市長良福江町１丁目,東海道本線/岐阜駅 徒歩5分 バス19分,349.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_592e4ac506f33c54a8a7fbd7f0799945/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市北一色,5100万円,岐阜県岐阜市北一色,名鉄各務原線/細畑駅 徒歩23分,202.06m2,95.97m2,3LDK+S（納戸）,9ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_594e9c956f5935708f468c1b2de3cfba/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日光町,3280万円,岐阜県岐阜市日光町,"ＪＲ東海道本線/岐阜駅,ＪＲ東海道本線/西岐阜駅",210.25m2,137.45m2,5LDK,7年8ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_597f6f136c88310684c7d4402bafe463/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市松山町,235万円,岐阜県岐阜市松山町,名鉄名古屋本線/名鉄岐阜駅 徒歩3分 バス12分,130.21m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_59873b2ffa5f39fa9920670fbad1dcfe/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市中宮,"3,150万円",岐阜県瑞穂市中宮,樽見鉄道/横屋駅 徒歩16分,218.18m2,129.03m2,5LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_59a9980d77a5337599d2bde21880c99c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東川手５丁目,850万円,岐阜県岐阜市東川手５丁目,名鉄名古屋本線/岐南駅 徒歩12分,243.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_59c3f20ad7793cc38df9b018e3260476/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市此花町2丁目,"2,200万円",岐阜県岐阜市此花町2丁目,JR東海道本線/岐阜駅 徒歩19分,108.12m2,162.76m2,4LDK,29年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_59c536d3cebe346c83062a4dd86d3197/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市正木南１丁目,670万円,岐阜県岐阜市正木南１丁目,,115.8m2,91.08m2,3LDK,44年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_59c8d3553535337ea7f59c9cf6a62f29/,2026-02-01
岐阜県岐阜市,岐阜県羽島市小熊町島,1800万円,岐阜県羽島市小熊町島,名鉄竹鼻線/竹鼻駅 徒歩9分,347.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_59d4b7e4832d3ff1a54f6c8c90668c8e/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西中島５丁目,"1,980万円",岐阜県岐阜市西中島５丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩4分 バス16分,123.6m2,80.74m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_59e849a581c73540bd7387ff770fb2d4/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市六条江東１丁目,"3,980万円",岐阜県岐阜市六条江東１丁目,名鉄名古屋本線/岐南駅 徒歩32分,287.24m2,133.25m2,4SLDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_59f802c191803df5aaf0e17b5706b84e/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市浪花町２丁目,"1,745万円",岐阜県岐阜市浪花町２丁目,名鉄各務原線/名鉄岐阜駅 徒歩26分,169.78m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_59f93c36c39f3a92ae5a1329098b3592/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西中島７丁目,"1,738万円",岐阜県岐阜市西中島７丁目,,383.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5a0e904eb8b1333ca9f94e8b77ca5d95/,2026-02-01
岐阜県岐阜市,岐阜県羽島市福寿町平方１４丁目,987万円,岐阜県羽島市福寿町平方１４丁目,ＪＲ東海道新幹線/岐阜羽島駅 徒歩22分,272.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5a2f649c51dc392b9e45a350e70c6feb/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日野南,2580万円,岐阜県岐阜市日野南,ＪＲ高山本線/長森駅 徒歩57分,181.82m2,119.25m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5a4abb8e33c83488a1b041a7b5ab833c/,2026-02-01
岐阜県岐阜市,岐阜県各務原市尾崎南町２丁目,890万円,岐阜県各務原市尾崎南町２丁目,名鉄各務原線/新那加駅 徒歩52分,242.85m2,91.89m2,3DK,50年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_5a4dc5d72f8236f68b77ff3f93b76dcf/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原新栄町１丁目,"1,110万円",岐阜県各務原市蘇原新栄町１丁目,高山本線/蘇原駅 徒歩15分,144.69m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5a52436a0cdd335e9c736c2a70d542c6/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市領下５丁目,"1,580万円",岐阜県岐阜市領下５丁目,名鉄各務原線/細畑駅 徒歩11分,133.01m2,113.44m2,5LDK,32年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5a5bb7ef45fe3bdb9d00523ba7704a3e/,2026-02-01
岐阜県岐阜市,岐阜県羽島市上中町午北,"1,100万円",岐阜県羽島市上中町午北,ＪＲ東海道新幹線/岐阜羽島駅 徒歩45分,875.17m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5a8681ec06e23ab5bf1cdd2b474a4925/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市野一色３丁目,625万円,岐阜県岐阜市野一色３丁目,高山本線/長森駅 徒歩22分,147.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5a90e7cf6b3937f7b4df836ba9c15be5/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市河渡,"1,090万円",岐阜県岐阜市河渡,東海道本線/岐阜駅 徒歩9分 バス27分,459.5m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5a9dc7ca25e33725bfae8c51170ecc6b/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市弁天町１丁目,"1,696万円",岐阜県岐阜市弁天町１丁目,東海道本線/岐阜駅 徒歩22分,175.21m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5aa9d7bd5642356097862f9576c4e185/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町,"3,680万円",岐阜県羽島市竹鼻町,名鉄竹鼻・羽島線/竹鼻駅 徒歩9分,280.65m2,135.54m2,5LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_5aacad91e4fc33fe9abef2b04b2334d3/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市六条東２丁目,"3,980万円",岐阜県岐阜市六条東２丁目,東海道本線/岐阜駅 徒歩20分,132.0m2,100.52m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5ac83b525f133960bce739e8517a9fc2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東鶉６丁目,"3,180万円",岐阜県岐阜市東鶉６丁目,名鉄竹鼻・羽島線/柳津駅 徒歩4分 バス28分,184.83m2,117.59m2,4SLDK,3ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_54b869c59c4b36de97f7400640cc00eb/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市粟野西７丁目,840万円,岐阜県岐阜市粟野西７丁目,,231.41m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_54c0713d7d0530c9ad5b00b3d5c4b85a/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原東栄町２丁目,"1,620万円",岐阜県各務原市蘇原東栄町２丁目,名鉄各務原線/三柿野駅 徒歩16分,214.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_54c1c86531f33a8d872ce6ef718b2e73/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市平和通２丁目,"1,490万円",岐阜県岐阜市平和通２丁目,,254.53m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_54c62d640116385a81ec1bb375255f21/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町錦町,"2,780万円",岐阜県羽島市竹鼻町錦町,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩7分,241.26m2,28.93m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_54ce8e6f0b273801a646c9548a7f2da7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東鶉４丁目,"1,350万円",岐阜県岐阜市東鶉４丁目,,202.05m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_54ddd15428c6368db324839f182e7a90/,2026-02-01
岐阜県岐阜市,岐阜県各務原市新鵜沼台,1290万円,岐阜県各務原市新鵜沼台,ＪＲ高山本線/鵜沼駅 徒歩15分,200.83m2,107.8m2,5DK,50年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_55265f7c32e33cb8b9c225ee34024ceb/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日野南8丁目,"2,680万円",岐阜県岐阜市日野南8丁目,JR東海道本線/岐阜駅 徒歩11分 バス25分,237.82m2,136.54m2,4LDK,34年,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_55599cfb664033989248bac72846e5da/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町江川,"1,380万円",岐阜県羽島郡笠松町江川,名鉄各務原線/手力駅 徒歩35分,261.51m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_556242ba8816314b9c9d04a0858b0d4b/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市上尻毛八幡,"1,280万円",岐阜県岐阜市上尻毛八幡,,299.95m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_55666880636c3bf4a99d9ae928223656/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市牛牧,863万円,岐阜県瑞穂市牛牧,樽見鉄道/横屋駅 徒歩12分,476.0m2,,,,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_558013cbf06d3eb1ad34b1a15525934e/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市春日町2丁目,"2,200万円",岐阜県岐阜市春日町2丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩22分,98.73m2,206.59m2,4LDK,28年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_5580338e9d7f38a7875d97a128d89b80/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市早田東町,1499万円,岐阜県岐阜市早田東町,名鉄各務原線/名鉄岐阜駅 徒歩41分,200.31m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5596d8aaa7d13bfaaa54c4808f4a0097/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市河渡２丁目,"1,990万円",岐阜県岐阜市河渡２丁目,東海道本線/穂積駅 徒歩24分,211.35m2,99.36m2,4LDK,5ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_559aa53d70ca338b9ed108b1231675ca/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市領下,180万円,岐阜県岐阜市領下,名鉄名古屋本線/茶所駅 徒歩13分,81.35m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_559e9998329d30c5a4b519d8a9a08474/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加前洞新町,4590万円,岐阜県各務原市那加前洞新町,名鉄各務原線/市民公園前駅 徒歩19分,218.2m2,94.14m2,2LDK+S（納戸）,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/kakamigaharashi_ct/detail_55b25fa8b3fe38c6b45e600c4fa00f6c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市加野６丁目,271万円,岐阜県岐阜市加野６丁目,,149.28m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_55e01e993a9d3ac99f7b0d975d81a15e/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼古市場町,1380万円,岐阜県各務原市鵜沼古市場町,名鉄各務原線/鵜沼宿駅 徒歩15分,188.68m2,119.64m2,4LDK+S（納戸）,28年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_55e401d5eda83ee6a0f8056eadbd8726/,2026-02-01
